name,ratings,date,helpful,comment,developer_comment
당근,2,2019-12-06,18,평소 지그재그 어플 애용했는데 배송비가 좀 부담스러워서 친구 추천으로 깔았었어요. 옷보니까 다들 비슷비슷하던데 무료배송이니까 한계가 있겠다 싶었어요. 근데 배송이 느리단 얘긴 들었지만 이렇게 느릴줄은 몰랐네요. 주말 제외해서 적어도 5일 안에는 택배회사라도 가야하는거 아닌가요...? 택배 조회도 힘들고...; 배송이 좀더 빨랐으면 좋겠어요.,"ABLY Corp., Inc.2019년 12월 10일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 에이블리를 찾아주시는 고객님들께서 늦는 배송에 대해 많이 아쉬워하는 점을 내부적으로도 매우 심각하게 받아들이고 있습니다. 가장 시급하게 해결해야할 과제라고 생각하고 최선을 다해 배송 시간을 개선하기 위해 노력하겠습니다. 감사합니다."
밤별,2,2019-06-07,1,현재 배송주문을 하려고 2 이틀 헤메고 있지만 안되네요..? 우편번호 검색에 왜 검색창도 안뜨고 아무것도 클릭이 안되는지요...? 혹시나 오류인건가해서 삭제했다 깔아도 안되고 새벽에해서 린되나해서 아침에 다시해도 안되네요 이 문제를 어떻게 해야하나요?,"ABLY Corp., Inc.2019년 6월 13일안녕하세요, 고객님! 이용에 불편을 드려 대단히 죄송합니다. 해당 오류 사항은 현재 수정 되었으며, 에이블리 어플을 최신 버전으로 업데이트 해주시면 이용 가능하십니다. 이용에 불편을 드려 정말 죄송합니다. 앞으로 더 편리하게 이용하실 수 있도록 노력하겠습니다. 감사합니다."
/우비,2,2021-02-15,3,상품을 모아서 파는걸 금지해주세요 전 상품 3000원~ 이라고 적어놓고 18000원 상품이 나와버리네요 기분 개더러움 10만원 쿠폰 당첨되고 1000원쿠폰도 쓸곳찾아서 1점 올려줌,
서연Seoyeon,2,2020-10-17,0,별 3개를 뺀 이유는..다 무료배송이라 좋고..키 조절기능과 색상과 가격까지 있어서 좋은데..배송이..주말에 않하다보니..너무 늦어요..!제 부모님이 롱치마를 시켜주셨는데 거의 1주일 정도 됬는데도 않오네요..배송이 너무 늦어서 아쉽네요..브랜디 앱처럼 하루배송이면 괜찮겠네요..,
얄루야루얄루,2,2019-02-05,7,상품상세보기 칸이 안떠요ㅠㅠ! 몇번이나 지우고 깔고를 했는데도 그냥 흰색 화면이네요.. 저만 그런줄알았는데 다른분들도 그런걸 보니 앱오류인것같아요.. 옷 사고싶은데 지금 옷이 어떤건지도 잘 안보여서 살수가없네요..ㅎ 앱 오류 확인부탁드려요,"ABLY Corp., Inc.2019년 2월 7일고객님 안녕하세요:) 우선 불편함을 드려 진심으로 죄송합니다. 현재는 상세페이지 오류건이 수정 된 상태입니다ㅠㅠ 앱을 업데이트 해주시면 다시 편하게 사용 가능하십니다. 다시 한번 불편함을 드려 진심으로 죄송합니다!"
김창식,2,2020-06-08,10,"상품 가격 표기 좀 제대로 해주셨으면 좋겠어요. 1+1에 8500원이라길래 들어가서 옵션 선택 했더니 두개 합쳐서 3만원 넘게 나오네요. 무슨 경우죠 대체? 일부 상품만 8500원인거면 이해가 가는데, 1+1 표기 해놓고 두개 가격 따로 받는건 뭐하자는건지 모르겠네요... 한 두 상품만 이러는것도 아니고 싸다싶어서 들어가면 그 가격에 배가 되는 가격이라던가, 행사 상품도 아니고.. 가격 표시 기준이 뭔지 참 궁금하네요.","ABLY Corp., Inc.2020년 6월 12일안녕하세요 고객님, 에이블리를 이용해주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 해당 상품정보를 전달해주시면 내용 확인 후 안내해드리겠습니다. 아울러 에이블리 이용에 불편한 점이 있으셨다면 앱 내 개선사항 문의를 통해 내용을 전달해주시면 더욱 빠르고 정확한 상담이 가능합니다. 이용에 참고 부탁드립니다. 감사합니다."
전희진,2,2020-12-22,198,"환불 처리 부분에서 다소 미흡한점이 많네요. 마켓쪽에서는 에이블리 고객센터로 연락하라 그러고... 에이블리 고객센터에서는 마켓쪽으로 연락하라하고... 마켓에서는 해당 사이즈 재고 소진으로 물건 못보내드리게 됬으니 환불 하겠냐고 물어봐서 환불한다 했더니 갑자기 배송중으로 바뀌고 배송 완료로 막 바꾸시고.. 그것때문에 지금 에이블리쪽에서는 다시 마켓으로 연락하라고만 하고 정말 재밌게 돌아가네요. 환불 처리 부분 다시 검토해주시고, 마켓에 평점을 매길 수 있는 제도를 마련해주셨으면 합니다. 그리고 카카오톡 고객센터는 읽는 시간좀 단축해주셨으면 해요. 제가 칼답해도 그쪽에서 3-4시간에 한번씩 확인하니 오늘 하루종일 카톡을 해도 진전이 전혀 없네요. 그래도 추천상품이나 베스트 상품같은건 보기 편하고 좋아요.",
슬봄아미,2,2020-10-21,0,옷 사이즈가 대부분 너무 큰 거 같아요ㅜㅜ 적어도 160은 넘어야 맞을듯한 사이즈에요. 검색어에 키작녀 라구 쳐도 다 품절이거나 한 6개 정도 밖에 안 나와요ㅠㅠㅠ 이 앱 사용하실분은 좀 평균이신분만 깔으세요.. 저는 깔았는데 사이즈가 너무 커서 주문도 못해보고 삭제하네용..,
박은경,2,2020-05-28,0,무료배송이라고 해도 무조건 더싸다고 믿지마세요.같은 마켓 같은 옷 인데 다른 앱에서 훨씬 더싸게한후 배달비가 더 들어가는데 배달비 더 내는게 훨씬 더 쌌어요.저는 그걸 보고 꿰 배신감이 들더라고요.할인쿠폰 많고 할인도 많아 보기에는 더 가성비가 좋아보이는데 사보면 천재질 엄청 싸구려재질인것이 많았어요.꽤 비싼 옷을 쿠폰할인해서 샀는데 재질이 세탁한후 옷걸이에 한번 걸어 늘었다고 그대로 늘어나기도 했어요. 앱에 이벤트나 디자인 홈페이지 다 좋았는데 옷의 질은 제가 만족해본적이 없네요.,"ABLY Corp., Inc.2020년 6월 1일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 에이블리는 자체 배송하는 셀러를 대상으로 현재 가격 정찰제를 도입하여, 자사몰과 에이블리 판매 가격을 동일하게 맞추도록 규정되어있습니다. 관련해서 주기적으로 가격 모니터링을 실시하고, 이를 어길시에 해당 마켓에게는 페널티를 부여하고 있습니다. 차이가 났던 마켓이름을 support@a-bly.com로 제보해주신다면 해당 마켓에 패널티를 부여하도록 하겠습니다. 감사합니다."
유기농토마토,2,2019-09-19,4,일단 전 이앱 비추에요. 왜냐면 옷도 이쁘고 다 좋은데 배송이 너무 느려요..무슨 배송이 2주나 걸려요..? 그리고 사이즈 측정할 수 있는거랑 댓글(?)달아서 작성자와 이야기헐 수 있는 기능이 없어요. 그래서 전 비추에요.,"ABLY Corp., Inc.2019년 9월 20일안녕하세요 고객님! 에이블리를 이용해주셔서 감사드립니다! 먼저 이용에 불편을 드려 대단히 죄송합니다. 배송은 거래처의 사정으로 인해 다소 지연 될 수 있는 점 양해부탁드립니다. 좀 더 빠르게 배송 해드릴 수 있도록 여러가지 방면에서 해결책을 찾도록 하겠습니다. 다시한번 이용에 불편을 드려 죄송합니다."
가나다라마바사아자차카타파하,2,2020-09-15,0,제가 에이블리 옷은 진짜진짜 다른곳보다 많이 이쁘다고 생각하거든요..근데 배송한지 2주가 지났는데도 안오네요ㅋㅋ 슬슬 지쳐갑니다 리뷰보니까 저처럼 느리다고 하시는분들 좀 있으신거 같은데 이시국에 힘드신거 알지만 사서 받는 사람 입장도 생각해주세요ㅠ 복잡한 지금 열심히 해주셔서 감사해요ㅠ 다른건 다 괜찮아요 배송만..좀,"ABLY Corp., Inc.2020년 10월 8일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 에이블리를 찾아주시는 고객님들께서 늦는 배송에 대해 많이 아쉬워하는 점을 내부적으로도 매우 심각하게 받아들이고 있습니다. 적절히 배송하지 못하는 마켓은 배송에 대한 내용을 점수화하여 패널티를 적용하고 있으며 상품 상세페이지에 평균 배송일자를 안내해드리고 있으니 주문시 참고 부탁드립니다. 감사합니다."
김민주,2,2019-09-20,0,언제 출고되나요 셀러자체배송은 다 옷이왓는데 에이블리바체배송은 아직 안왓네요... 품절되기전에샀는데 미리 수량을 확보해야되는거아닌가요 가을에입을려고 산옷 겨울되서 입을꺼같은데요 ... 옷이 예뻐서 믿고 샀는데 언제 제 옷들을 받을수있는지모르겟네요 입금확인도 제대로안되있고 저번주 추석 쉬고 시켯는데 아직도 출고도 안된상태.... 밀린거는 이해하는데 너무하네요 ㅠㅠㅠ,"ABLY Corp., Inc.2019년 9월 20일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 추석 구매량 증가를 대비해 많은 수량을 확보해두었지만 예상보다 많은 주문량으로 인해 상품수급에 차질이 생긴점 양해부탁드립니다. 최대한 빠르게 배송해드릴 수 있도록 노력하겠습니다. 감사합니다."
김하진,2,2020-11-18,50,"카테고리 분류 진짜 개판. 반팔 카테고리데 맨투맨부터 자켓까지 다 들어있는 정도 검색을 롱스커트라고 쳐도 미니스커트, 바지까지 다 나오고 검색에 관한 배려나 깔끔함이 전혀 없음. 색상 선택도 마찬가지. 흰색을 설정하면 배경이 흰색이라 흰색카테고리로 나옴. 판매자가 색상분류를 선택하게 만들면 되는거 아닌가? 그리고 마이페이지 들어가면 바로 안떠서 재시작을 4번정도 해야함~~",
야생너구리,2,2019-12-05,8,불안해서 못쓰겠어요. 돈 입금해놓고 주문 똑바로 했는지 확인하려고 재접속 하는데 잘 열리다가 입금후 재접속하니 앱이 열리지도 않고 와이파이 인터넷 데이터 전부 문제없는데 인터넷연결이 불안하다면서 앱 접속도 안되고 참.. 그리고 주문내역에서 세부내역을 보려면 주문번호를 누르라는데 아예 눌러지지도않음. 불안해서 물건 사겠나요,"ABLY Corp., Inc.2019년 12월 6일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 일시적인 오류로 인해 앱 접속에 문제가 발생하였습니다. 현재는 정상적으로 이용하실 수 있습니다. 지속적으로 오류가 발생하는 경우 번거로우시더라도 support@a-bly.com으로 전달해주시면 감사하겠습니다."
바보아니다광수,2,2020-11-12,2,에이블리에서 쿠폰을 써서 결제했는데 판매자가 판매가어려워 반품을 했어요. 근데 환불금액이 좀 이해가 가지않아서 에이블리측에 물어보고싶은데 방법이없네요. 판매자분께 여쭤보니 환불처리 하셨을 뿐이구요. 쿠폰쓰인걸 제외하고 환불된거같다 하는데 제 선택도 아닌상황에서 반품처리됏는데. 기준이궁금한데 어디로 물어봐야하죠??,
반예슬,2,2020-05-07,1,옷은 너무 예쁜데 배송기간이 너무 느립니다 수요일에 문의도 넣었는데 목요일인 지금까지 답장도 없고 준비기간이 평균 2일이었던 옷을 구매하고 다시 보니 4일로 바뀌어 있네요 이번주 안으로 옷을 받아야되는데 이미 망할대로 망했고 문의도 안보시고 뭐 어떻게 해결할 방법이 없네요,"ABLY Corp., Inc.2020년 5월 8일안녕하세요, 고객님! 에이블리를 이용해주셔서 감사드립니다! 판매자의 답변시간이 지연되어 많이 힘드셨을 것 같습니다. 그런 상황을 방지하기 위해 문의 답변 시간을 수치화하여 지연답변 하는 경우 패널티를 적용하고 있으니 깊은 양해 부탁드립니다. 고객님께서 남겨주신 소중한 응원과 리뷰는 정말 큰 힘이 되고 있습니다. 소중한 응원에 힘입어 고객님께서 더욱 더 만족하실 수 있도록 노력하겠습니다. 늘 감사드려요. 많은 응원 부탁드립니다 :)"
i h,2,2020-10-13,30,"이쁜 용품들이 정말 많은데, 폰케이스 맘에 드는건 다 아이폰 꺼 밖에 없더라구요 갤럭시 케이스도 이쁜걸로 많이 내주셨으면 해요.. 도끼나 식칼 케이스 같은 경우는 카메라 위치만 바꿔서 구멍을 뚫으면 될텐데 아이폰꺼밖에 없네요.. 너무 아쉬워요. 아이폰 아래로는 핸드폰으로도 안 보시는 건가요?.. 케이스 사기 참 어렵네요..",
다하,2,2020-08-23,5,"나애게 딱 맞는 제품은 무슨.. 케이스란 케이스 다 둘러봐도 맞는 케이스 하나도 없고요. 예전 폰이라 출시될수 있는 기종이 아니라 불가한거면 충분히 알고 이해하겠는데 2020년에 출시된 폰이고,나오는것도 여러가지가 아니고 일종 제품만 나와있어서 제작자분께 문의를 해보니 입고 하겠다 하셨는에 시간 지나니 또 보이지도 않고요. 대부분 다 아이폰으로 구성된 탓인지 갤럭시 케이스나 삼성 케이스도 별로 없더군요. 찾아보기 어려울 정도로 갤럭시 신제품들은 제데러 보이지도 않더군요. 그 기종 유저들은 어떻게 하라는건지 별로입니다. 입고 될 예정이면 확실히 해주셨음 좋겠습다.","ABLY Corp., Inc.2020년 8월 24일안녕하세요 고객님, 에이블리를 이용해주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 더욱 다양한 상품이 판매될 수 있도록 휴대폰 악세서리 판매자들에게 많은 독려를 하도록 하겠습니다. 감사합니다."
hyelee Lee,2,2019-12-04,3,앱에있는 마켓 관리 별로인거같아여^^ 앱과 마켓이 따로노는듯 한 느낌이네요^^ 목도리 세일해서 시켰는데 저번주 금요일날 배송출고 알림떳고 심지어 앱에도 그럽니다. 근데 우체국택배라는데 조회가 안되는거에요. 문의남겼는데 택배조회해보라고나 하고. 전화해보니까 재고없었는데 출고알림 잘못갔다고 정정했다고 하시는데 앱이 아무정보도 안뜨네요^^ 아니 재고없으면 주문을받지말고. 주문받았으면 안내라도 재대로 주셨어야죠. 앱도 따로놀고 마켓도 따로노네요,"ABLY Corp., Inc.2019년 12월 6일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 주문내역을 전달해주시면 내역 확인 후 조치하도록 하겠습니다. 번거로우시더라도 support@a-bly.com으로 주문번호와 함께 자세한 내용 전달해주시면 감사하겠습니다."
ᄂᄀ,2,2020-07-12,1,아니 전부 무료배송이라 해서 기분 좋게 옷 한 일주일 동안 신중히 고르고 시키려고 하는데 배송지에 제주도를 치니까 상품 마다 3천원씩 내야 되는 걸로 바뀌는데 내가 어이없어서 돈 좀 줄여보려고 상품도 바꿔보려했는데 아니 아무리 생각해도 마켓 상품 1개에 3천원이라뇨 우체국 배송만 해도 그정도 돈은 안나오는데 누굴 호구로 보시나요? 전상품 다 합쳐서 배송비만 2만 천원 나왔습니다 이부분만 좀 바꿔주시면 안될까요 예를 들자면 전상품 합쳐서 배송비 반으로 라도 줄여주세요 제발요 지금 멘붕되서 에이블리 삭제할 위기에 처했어요,"ABLY Corp., Inc.2020년 7월 13일안녕하세요 고객님 에이블리를 찾아주셔서 감사합니다. 무료배송 혜택은 가입을 완료한 회원에게 제공되는 혜택이며 도서 산간 지방에는 배송비가 발생할 수 있습니다. 일반 고객님들과 비교해 도서산간 지방에 거주하시는 고객님들에게만 더 많은 혜택을 제공해드릴 수 없기 때문에 도서산간 지방의 경우 어쩔수 없이 추가 배송비가 부과될 수 있는점 양해바랍니다. (다른 고객님들과 동일하게 일반 배송비는 지원 됩니다.) 아울러 좀 더 합리적인 구매가 가능하도록 쿠폰 발급 및 다양한 이벤트를 제공하기 위해 노력하고 있습니다.  앞으로 고객님께서 더 편리하고, 만족스러워 하실 수 있는 에이블리 되겠습니다. 감사합니다."
lee lee,2,2020-12-08,43,"주문취소 해도 환불처리 안 되네요. 시킨 당일에 바로 주문취소했는데 지금도 환불처리 안 됐어요 ㅋㅋㅋ 12시간 넘게 취소진행인데 마켓에 직접 두 번이나 문의해 봤지만 그쪽에선 이미 취소 승인을 했고, 에이블리 측에서 취소 승인을 해야한다고 하더라고요. 좀 빠릿빠릿하게 처리해 주시면 안 될까요? 주문 취소하고 다른 거랑 같이 시킬려고 했는데 처리가 안 되니까 아직도 못 시키고 있습니다;;",
ᄋᄋᄋ,2,2020-02-15,7,에이블리에서 성공한 옷들은 기본티 밖에 없는듯.. 상품준비중이 뭐이렇게 오래 걸리는지 배송도 너무 느리고 이제것 산것들중에 빨리온것은 다섯손가락안에 꼽힌다 성공한것보단 실패한 옷들이 더 많아 사기 꺼져지는 앱인듯 그래도 카테고리 나눠져 있는건 편하다,"ABLY Corp., Inc.2020년 2월 17일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 에이블리를 찾아주시는 고객님들께서 늦는 배송에 대해 많이 아쉬워하는 점을 내부적으로도 매우 심각하게 받아들이고 있습니다. 가장 시급하게 해결해야할 과제라고 생각하고 최선을 다해 배송 시간을 개선하기 위해 노력하겠습니다. 아울러 상품 상세페이지에 평균 배송일자를 안내해드리고 있으니 주문시 참고 부탁드립니다. 감사합니다."
퐁퐁푸린,2,2020-09-19,0,큰 문젠 없는데 로딩이 너무 오래 걸려요. 검색어 입력하면 관련된 상품 1~2페이지 나오다가 로딩표시로 뜨네요 다른 앱 잘되고 집이라 당연히 와이파이도 연결되어 있는데 서버연결이 안된다나 뭐라나.. 그리고 상점마다 옷가지수가 너무 적어서 그런걸 기대하고 쓰시긴 별롤것 같아요,"ABLY Corp., Inc.2020년 10월 8일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 정확한 현상 파악을 위해 고객님의 회원 ID와 함께 해당 오류 내용을 캡쳐하여 support@a-bly.com으로 전달해주시면 오류 개선 조치에 많은 도움이 될 것 같습니다. 번거로우시더라도 확인 부탁드립니다. 감사합니다."
웨스덴,2,2020-05-24,33,에이블리 배송이 안온거 확인하려고 주문내역 갔더니 네트워크 상태를 확인 하라그러고 계속 새로고침해도 안되네요..네트워크는 문제 없어서 폰도 껐다키고 와이파이도 다시 연결하고해도 안돼요ㅜㅜ.배송도 일주일 지나서 택배 발송했다고 했었는데 이틀이 지나도 안오고 확인도 안되니 답답해서 리뷰 남깁니다.,"ABLY Corp., Inc.2020년 5월 25일안녕하세요 고객님, 에이블리를 이용해주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 해당 오류는 현재 원인을 파악하여 최대한 빠른 시일 내에 수정될 예정입니다. 다소 불편하시더라도 잠시만 기다려주시면 감사하겠습니다."
김남희,2,2019-05-11,2,괜찮은 옷이 많긴하지만 배송이 너무 오래 걸리다보니 이걸 사야하나 말아야 하나 싶었어요. 3~7일정도 걸린다지만 일주일 다 되서 보내니.. 이건 좀... 구매 취소하는 것도 은근 번거로운면이 없지 않아있어서 좀 불편했네요. 정말 급한거 아니면 구매 추천X,"ABLY Corp., Inc.2019년 5월 16일먼저 에이블리를 이용해 주셔서 감사합니다! 고객님께서 제안해주신 부분을 반영하여, 이용에 좀 더 편리할 수 있도록 수정하겠습니다. 앞으로도 고객님이 더 편리하게 이용하실 수 있는 에이블리가 되도록 더 노력하겠습니다 :) 고객님의 소중한 리뷰 정말 감사합니다."
뀨삥,2,2020-11-02,52,키 평균이거나 작은 분들은 좋을 것 같아요. 키를 설정해서 찾아보는 기능도 있어서 좋긴한데 키작은 사람들에 비해 키큰 사람들에게 맞는 옷은 상대적으로 엄!청! 엄청 적어요. 제 키가 170에 몸무게 70정도 되는데 예쁘다 싶으면 프리사이즈 제공하는게 대부분이더라구요. 키큰 분들은 마켓 모음앱보다는 그냥 키큰 분들 겨냥해서 만든 쇼핑몰 이용하시는 게 좋을 것 같네요ㅜㅜ 그 점을 제외하고는 좋은 편인 것 같네요. 할인쿠폰 덕분에 원가보다 10000원이나 싸게 신발 구매해서 좋았어요.,
지나가던아미,2,2020-09-23,30,"에이블리에서 옷들을 시켰는데 옷이 다 따로올지는 정말 몰랐어요, 배송지연되는게 대부분이고 봉지에 들어서 왔는데 봉지가 정말 너무 더러웠어요 흙에서 마른 진흙같은것도 있고요. 에이블리앱자체는 좋은데 배달이 왜 저런식으로 되는지모르겠어요. 고쳐주시기바랍니다","ABLY Corp., Inc.2020년 10월 8일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 에이블리를 찾아주시는 고객님들께서 늦는 배송에 대해 많이 아쉬워하는 점을 내부적으로도 매우 심각하게 받아들이고 있습니다. 적절히 배송하지 못하는 마켓은 배송에 대한 내용을 점수화하여 패널티를 적용하고 있으며 상품 상세페이지에 평균 배송일자를 안내해드리고 있으니 주문시 참고 부탁드립니다. 감사합니다."
혜지,2,2020-11-27,2,"정말 옷 퀄리티랑은 너무 좋은데 환불이랑 돈 들어오는 거,리뷰 작성하면 포인트 주는 게 너무느리네요,그리고 공지도 없이 옷이 없어서 배송이 느리다는 말도 없네요..올려주셨음 좋겠네요",
두비두밥,2,2020-02-26,128,리뷰에 그냥 판매자분 피팅 사진을 캡쳐해올리시는데^.^ 관리가 필요할것같아요. 그리고 판매자분들 피팅하신 사진 올리실 때 핸드폰을 든 자세 요즘 다들 이렇게 찍으시던데 팔로 목부분이나 허리부분을 가려 핏을 파악하기 매우 어려워요.한두장만 그런것도 아니고 모든사진이 그러니까 정말..살 마음이 없어집니다. 또 제품 상세사진을 볼때 확대가 안돼서 불편합니다. 그리고 찜 기능에 카테고리를 넣을 수 있으면 더 좋겠어요.,"ABLY Corp., Inc.2020년 2월 28일안녕하세요 고객님, 에이블리를 이용해주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 전달해주신 의견들은 잘 종합해 내부적으로 논의될 수 있도록 전달하겠습니다. 아울러 찜 기능에 폴더링을 할 수 있는 기능이 조만간 도입될 예정입니다. 조금만 기다려주시면 더욱 편하게 이용하실 수 있도록 업데이트 하겠습니다. 감사합니다."
꽃새우,2,2020-02-25,0,요즘 쇼핑몰들 대부분 주문하면 늦어도 다음날엔 배송이 되는데 에이블리에서 시키는건 일주일은 기본으로 넘기더라구요.. 다 좋은데 느려도 도가 지나치게 느린 배송때문에 어플 지웁니니다 그 부분이 개선된다면 다시 또 써보고 싶은 어플이긴 해요,"ABLY Corp., Inc.2020년 2월 28일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 에이블리를 찾아주시는 고객님들께서 늦는 배송에 대해 많이 아쉬워하는 점을 내부적으로도 매우 심각하게 받아들이고 있습니다. 가장 시급하게 해결해야할 과제라고 생각하고 최선을 다해 배송 시간을 개선하기 위해 노력하겠습니다. 아울러 상품 상세페이지에 평균 배송일자를 안내해드리고 있으니 주문시 참고 부탁드립니다. 감사합니다."
봡봡,2,2020-06-26,10,"카테고리 선택해서 보고 싶은데 카테고리 메뉴창도 안 보이고, 카테고리 들어가려면 검색창에 카테고리 이름 맞게 써야 뜨는데 뭔 복불복도 아니고 감으로 카테고리 이름 찍어다가 해야하는 거임???? 어플 왤케 불친절함.. 세부적인 설정도 더 가능하면 좋겠고, 단어를 검색하면 꼭 제목에 그 단어가 있어야만 하는게 아니라 자동으로 관련된 상품이 나오면 좋겠어요.","ABLY Corp., Inc.2020년 6월 29일안녕하세요 고객님, 에이블리를 이용해주셔서 감사합니다. 카테고리 목록으로 이동하는 메뉴는 앱 메인화면 중간 카테고리 버튼을 누르시면 됩니다. 확인 부탁드리며 찾기 어려우신 경우 고객센터로 문의 부탁드립니다. 감사합니다."
공민지,2,2019-11-30,131,"에이블리 라는 앱을 처음 깔아봐서 예쁜 옷이 있길래 무통장 입금으로 샀는데 ㅋㅌ으로 상품배송이 지연된다고 하고 2020년으로 되있길래 어떻게 기다리나 해서 문의에 환불로 남겼는데, ㅋㅌ기준이 2019년이라고 나오네요. 환불을 할려고 문의를 남겼는데 ㅋㅌ기준이 뭔지도 몰랐는데 왠지 허무하고요. 환불하기로했는데 24시간이내에 에이블리에서 자동으로 환불이 된다는게 결제했던 통장으로 다시 돈이 들어온다는 건가요?","ABLY Corp., Inc.2019년 12월 2일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 24시간 취소 관련 내용은 무통장입금으로 입금시 입금자명과 요청된 금액을 정확하게 입금되지 않으면 입금 확인 처리가 되지 않아 주문이 자동으로 취소된다는 의미이며 환불문의의 경우 고객센터에서 문의내용 확인 후 환불 절차에 대해 안내해 드릴 예정입니다. 추가로 문의하고자 하신 내용이 있으시면 support@a-bly.com으로 전달해주시기 바랍니다. 감사합니다."
은강,2,2020-10-15,4,제품 리뷰에서 보면 상품명이 너무 길어서 뒤에는 좀 짤리거든요?그거 보려고 한번더 클릭하면 옵션 사라져있고...그거때문에 너무 불편해요..저랑 스펙 비슷하신분은 무슨 사이즈 입었나 궁금한데..,
지우,2,2020-12-03,1,옷은 이쁜거 많은데 제일 중요한 배송이 잘 안돼서 짜증.... 에이블리는 항상 배송이 제 날짜에 온 적도 없고 가끔 상품 준비중인데 주문시키고 나서야 상품 준비중이라 뜨고 너무 늦게옴 ㅋㅋ 그래서 항상 넉넉하게 일주일은 잡고 시켜야함..^^,
즐거운아미,2,2020-09-18,118,예전 핸드폰에서 잘 쓰다가 핸드폰 화면이 나가서 폰 바꾸고 다시 깔았는데 아이디찾기로 이메일 찾아서 비밀번호 찾기하면 존재하지 않는 전화번호나 이메일이라고 뜨네요 다른 아이디로 가입하려고해도 이미 사용 중인 전화번호라고 다른 아이디로 가입도 안되구요... 몇번이나 해봤는데도 안됩니다 어떻게 해야하나요?,"ABLY Corp., Inc.2020년 10월 8일안녕하세요 고개님, 에이블리를 이용해주셔서 감사합니다. 먼저 이용에 불편을 드려 대단히 죄송합니다. 고객님께서 겪으시는 문제는 보통 가입하셨을 당시 이메일에 오타가 있거나 비슷한 다른 이메일로 가입하신 경우가 많습니다. 아이디 입력에 오타는 없는지 먼저 확인 부탁드리며 더욱 자세한 확인이 필요하시다면 고객님의 전화번호를 고객센터로 전달해주세요. 가입 내역 확인 후 정확한 ID를 전달해드리겠습니다. 확인 부탁드립니다. 감사합니다."
방이안,2,2020-08-01,50,옷들은 정말예뻐요! 아쉬운점은 제가 키가150쯤? 되는데 에이블리는 160이여야지 핏이 다 예쁘게 나오는거있져ㅠㅠ 오버핏 맨투맨을 사고싶은데 키가 작아서 살수없네요ㅠㅠ 키가 작은 분들이 입을수 있는 옷제품이 많이 나왔으면 좋겠어요! 그래도 옷은 에이블리가 짱이네요 부탁드려요!ㅠㅠ,"ABLY Corp., Inc.2020년 8월 3일안녕하세요 고객님, 에이블리를 찾아주셔서 감사합니다. 좋은 의견 감사합니다. 전달해주신 소중한 의견은 적절히 반영할 수 있는 방법을 내부적으로 논의하겠습니다. 고객님께서 남겨주신 소중한 응원과 리뷰는 정말 큰 힘이 되고 있습니다. 소중한 응원에 힘입어 고객님께서 더욱 더 만족하실 수 있도록 노력하겠습니다. 늘 감사드려요. 많은 응원 부탁드립니다 :)"
sh j,2,2020-12-01,0,아니 앱은 진짜 조은데 로그아웃하거나 삭제했다가 다시 깔면 가입안된 이메일이라고 만날그래만날..그래서 새로 가입하려보면 이미 가입되어있다해서 비번 잘 못 된줄 알고 비번찾으러 갔더니 또 가입되어있지 않는 이메일이래;; ㄹㅇ 황당 이거 계석 무한루트임 지금도 쓰면서 내가 기억을 못하는건가 수십번을 했는데..이거 빼면 엄청조음,
